10,5.324115060125727e-28
20,6.402658724395198e-28
30,7.016716883909194e-28
40,7.442772389876517e-28
50,7.7674454654353275e-28
75,8.343642898157652e-28
100,8.740296066665384e-28
150,9.277014974294774e-28
200,9.636282143502414e-28
250,9.898668783597786e-28
300,1.0100437574556242e-27
350,1.0261177750206461e-27
400,1.039263608486346e-27
450,1.0502379314160877e-27
500,1.0595530314356284e-27
550,1.067569595557951e-27
600,1.0745493073353573e-27
650,1.0806870234923493e-27
700,1.0861309618420536e-27
750,1.0909960018881421e-27
800,1.09537261843183e-27
850,1.0993330832152661e-27
900,1.102935875638639e-27
950,1.1062288407413707e-27
1000,1.1092514166298613e-27
1300,1.123241338323647e-27
1700,1.1352114188146359e-27
2000,1.1414399140663164e-27
2500,1.1488768052149347e-27
3000,1.1540970206217051e-27
4000,1.1609798016766995e-27
5000,1.1653395374546805e-27
6000,1.168361887802401e-27
7000,1.1705867940925033e-27
8000,1.1722964372563267e-27
9000,1.1736531651535054e-27
10000,1.174757272652024e-27
15000,1.178186483967958e-27
20000,1.179981837868203e-27
25000,1.1810924200475642e-27
35000,1.1824002428182407e-27
50000,1.1834157728291105e-27
100000,1.1846551852226463e-27
