10,3.571958956737253e-28
20,4.370439734623736e-28
30,4.830594779502495e-28
40,5.151204244567274e-28
50,5.39603425350647e-28
75,5.831727525050521e-28
100,6.133194013736011e-28
150,6.545417635196604e-28
200,6.826362982684193e-28
250,7.035494891114204e-28
300,7.199231947583927e-28
350,7.331788424624488e-28
400,7.44171975514761e-28
450,7.5345980603188105e-28
500,7.614242436291434e-28
550,7.683387410647783e-28
600,7.74404568929802e-28
650,7.797737328510589e-28
700,7.845634034147048e-28
750,7.888654673773043e-28
800,7.927530961572134e-28
850,7.9628527797981025e-28
900,7.995101781193492e-28
950,8.0246745929568e-28
1000,8.051902017950524e-28
1300,8.17895220751785e-28
1700,8.289038132830605e-28
2000,8.346854145140203e-28
2500,8.416395718188e-28
3000,8.46556601078289e-28
4000,8.5308836091693e-28
5000,8.572570733568334e-28
6000,8.60162685353043e-28
7000,8.623103254423643e-28
8000,8.639658992424253e-28
9000,8.652831260125384e-28
10000,8.663575656327925e-28
15000,8.697083111688173e-28
20000,8.714716937108945e-28
25000,8.725658925195791e-28
35000,8.738580155069987e-28
50000,8.748641913562184e-28
100000,8.760958284051815e-28
