10,4.42947906865879e-28
20,5.368831567770835e-28
30,5.906405642284382e-28
40,6.280029407085543e-28
50,6.56500502502201e-28
75,7.07145606566198e-28
100,7.421068823291635e-28
150,7.896820636309601e-28
200,8.21828163039769e-28
250,8.455312452866352e-28
300,8.639180811802203e-28
350,8.786774669394515e-28
400,8.908258871999176e-28
450,9.010225666448711e-28
500,9.097169857913918e-28
550,9.172284362809893e-28
600,9.237900467195837e-28
650,9.295766236161368e-28
700,9.34721953004072e-28
750,9.39330271775566e-28
800,9.434840547341872e-28
850,9.472494732044993e-28
900,9.506802789550168e-28
950,9.538205208243393e-28
1000,9.567068067262909e-28
1300,9.701135367032554e-28
1700,9.81648946885672e-28
2000,9.876760196914205e-28
2500,9.94896191374994e-28
3000,9.999807769641817e-28
4000,1.0067072387920458e-27
5000,1.0109822885212987e-27
6000,1.01395312834279e-27
7000,1.0161440101308257e-27
8000,1.0178299068767496e-27
9000,1.0191693104508461e-27
10000,1.0202603636578e-27
15000,1.0236553115084412e-27
20000,1.0254367578336506e-27
25000,1.0265401981966171e-27
35000,1.027841239577787e-27
50000,1.0288527494703931e-27
100000,1.0300888148595752e-27
