10,7.709678143497611e-28
20,9.131867525274461e-28
30,9.93509369676467e-28
40,1.0490886073791368e-27
50,1.0913543370846611e-27
75,1.166031236751058e-27
100,1.2169708503379597e-27
150,1.2847534469857794e-27
200,1.3290225136663045e-27
250,1.3606448703289253e-27
300,1.3845192230326207e-27
350,1.4032574628366068e-27
400,1.4183991786945856e-27
450,1.4309165823314096e-27
500,1.4414559640090932e-27
550,1.450464814702943e-27
600,1.4582633317137796e-27
650,1.465086937155125e-27
700,1.4711129005337943e-27
750,1.4764773335295906e-27
800,1.4812865967577616e-27
850,1.4856250508832476e-27
900,1.489560566977376e-27
950,1.4931482906493373e-27
1000,1.4964337526050522e-27
1300,1.5115415156727927e-27
1700,1.5243356657583643e-27
2000,1.5309420550372142e-27
2500,1.538782163554211e-27
3000,1.5442519773527008e-27
4000,1.5514193923156598e-27
5000,1.5559315398428927e-27
6000,1.5590461558871537e-27
7000,1.5613314856689031e-27
8000,1.563083118304357e-27
9000,1.564470343730937e-27
10000,1.5655973443560369e-27
15000,1.569086313586286e-27
20000,1.5709056839759843e-27
25000,1.5720284804745532e-27
35000,1.5733479126467057e-27
50000,1.5743702555807286e-27
100000,1.5756144724379612e-27
