10,1.98736968447196e-28
20,2.4973677209446945e-28
30,2.798117330774438e-28
40,3.0097342527294193e-28
50,3.1721281169055594e-28
75,3.4623133791361897e-28
100,3.6639479217221813e-28
150,3.9416077857200497e-28
200,4.133388729058268e-28
250,4.278527732382421e-28
300,4.394242039609182e-28
350,4.489650729446752e-28
400,4.570190047400566e-28
450,4.639376843884524e-28
500,4.699624296025762e-28
550,4.75266631716044e-28
600,4.799790835216581e-28
650,4.8419820985898855e-28
700,4.880009078481608e-28
750,4.914482048513569e-28
800,4.945896287496762e-28
850,4.974655429780729e-28
900,5.001093690860555e-28
950,5.025490357697933e-28
1000,5.048080828340133e-28
1300,5.155125877303915e-28
1700,5.250049825722053e-28
2000,5.300719063617115e-28
2500,5.3624423677134165e-28
3000,5.4066386019844695e-28
4000,5.466046126271145e-28
5000,5.504460855904763e-28
6000,5.5314821225587095e-28
7000,5.551595197965972e-28
8000,5.567186791601878e-28
9000,5.579649260212216e-28
10000,5.589852208567043e-28
15000,5.621917042462845e-28
20000,5.63895199352469e-28
25000,5.649583550592572e-28
35000,5.662136621537625e-28
50000,5.672082858139579e-28
100000,5.684245629293785e-28
