10,4.994678100219996e-28
20,6.022770826833762e-28
30,6.6091018808848335e-28
40,7.0161445258705445e-28
50,7.326425377189969e-28
75,7.877368705289893e-28
100,8.257043481480335e-28
150,8.771891355517012e-28
200,9.117719373239766e-28
250,9.371166034570966e-28
300,9.566664126590135e-28
350,9.722820645773142e-28
400,9.850812880523042e-28
450,9.957860045131778e-28
500,1.0048862630241101e-27
550,1.0127281793159574e-27
600,1.0195634476821097e-27
650,1.0255799437541213e-27
700,1.0309208249579439e-27
750,1.0356972926918712e-27
800,1.039997090658096e-27
850,1.043890327998773e-27
900,1.0474338568585462e-27
950,1.0506741863605017e-27
1000,1.0536498577173002e-27
1300,1.067439163007794e-27
1700,1.0792600865975097e-27
2000,1.08541960206088e-27
2500,1.092782421201023e-27
3000,1.0979563872325074e-27
4000,1.1047859781465164e-27
5000,1.1091160494461346e-27
6000,1.1121206250268055e-27
7000,1.1143352699318175e-27
8000,1.1160368911706166e-27
9000,1.1173877705849912e-27
10000,1.1184874810459403e-27
15000,1.1219051461860827e-27
20000,1.123695824087249e-27
25000,1.1248040197241115e-27
35000,1.126109564667849e-27
50000,1.1271237356201477e-27
100000,1.1283620511157733e-27
