10,1.6959812735085744e-27
20,1.9519294155984423e-27
30,2.0949091276816466e-27
40,2.1929186798204046e-27
50,2.266539305341281e-27
75,2.3932767166411114e-27
100,2.4760357792513494e-27
150,2.57987729316696e-27
200,2.6433857757737575e-27
250,2.686678574720949e-27
300,2.7182780243713093e-27
350,2.7424612585326168e-27
400,2.7616233055932176e-27
450,2.7772165289752966e-27
500,2.7901759966172956e-27
550,2.801132303095184e-27
600,2.8105272219601495e-27
650,2.8186798238246642e-27
700,2.8258268366732852e-27
750,2.8321476250069974e-27
800,2.8377809664072895e-27
850,2.842835424083272e-27
900,2.847397853681963e-27
950,2.8515383253824555e-27
1000,2.8553140296768148e-27
1300,2.8724773827652816e-27
1700,2.886746818405527e-27
2000,2.8940152949565018e-27
2500,2.902548408286757e-27
3000,2.9084401264420923e-27
4000,2.9160791084509985e-27
5000,2.920838869050263e-27
6000,2.9241009761867397e-27
7000,2.926482054243139e-27
8000,2.9282996394254283e-27
9000,2.9297343804978264e-27
10000,2.9308962191201976e-27
15000,2.9344774032904008e-27
20000,2.9363330574222825e-27
25000,2.9374741190389767e-27
35000,2.9388107584215392e-27
50000,2.9398432669961874e-27
100000,2.9410965760118468e-27
