10,7.1011410592929465e-28
20,8.438768187873604e-28
30,9.195390934472443e-28
40,9.71923313474038e-28
50,1.0117809614592506e-27
75,1.0822914746928704e-27
100,1.1305111603435944e-27
150,1.1949570007947335e-27
200,1.2373033739577112e-27
250,1.2677081942783627e-27
300,1.2907570578517208e-27
350,1.3089051984879482e-27
400,1.3236070966441745e-27
450,1.3357855983208267e-27
500,1.3460567142516657e-27
550,1.3548485270146479e-27
600,1.3624681965479867e-27
650,1.3691421777432463e-27
700,1.3750413339765346e-27
750,1.3802970845417469e-27
800,1.3850122920462405e-27
850,1.3892686754641298e-27
900,1.3931320271037275e-27
950,1.3966559057232243e-27
1000,1.3998844490768286e-27
1300,1.4147510805658235e-27
1700,1.4273686395490098e-27
2000,1.433894496885383e-27
2500,1.4416489948808404e-27
3000,1.44706630673196e-27
4000,1.4541739583909471e-27
5000,1.4586543190430665e-27
6000,1.4617497652096717e-27
7000,1.4640226019035829e-27
8000,1.4657655629918352e-27
9000,1.4671464606990458e-27
10000,1.4682687981324687e-27
15000,1.471745486717575e-27
20000,1.473559972686966e-27
25000,1.4746802906238388e-27
35000,1.475997364775448e-27
50000,1.4770184040943222e-27
100000,1.4782623631978282e-27
