10,5.69178056884657e-28
20,6.825637045803343e-28
30,7.470105425967882e-28
40,7.917017748164634e-28
50,8.257473013122488e-28
75,8.86131376998369e-28
100,9.276475015402457e-28
150,9.836856342363955e-28
200,1.0210506808745649e-27
250,1.0482370369723017e-27
300,1.0690749234387883e-27
350,1.0856294579940112e-27
400,1.0991374510158848e-27
450,1.1103928860095702e-27
500,1.1199316354548499e-27
550,1.1281298234805696e-27
600,1.1352596008080769e-27
650,1.1415232372670533e-27
700,1.147074135602444e-27
750,1.1520310663386133e-27
800,1.156487371468091e-27
850,1.1605175283038962e-27
900,1.1641817342822247e-27
950,1.1675291485386553e-27
1000,1.170600360709983e-27
1300,1.18479767703053e-27
1700,1.1969216888957394e-27
2000,1.2032211524839594e-27
2500,1.2107341049679732e-27
3000,1.2160018421121596e-27
4000,1.2229388291165473e-27
5000,1.2273277650992322e-27
6000,1.2303679515854146e-27
7000,1.2326045397586147e-27
8000,1.234322323246852e-27
9000,1.23568497967214e-27
10000,1.2367935434289629e-27
15000,1.2402344164958514e-27
20000,1.2420344828741644e-27
25000,1.2431474528750942e-27
35000,1.2444575787259693e-27
50000,1.2454744681905632e-27
100000,1.2467150309875658e-27
