10,2.597832848102866e-28
20,3.2243862440219477e-28
30,3.5898257188270165e-28
40,3.8456493144050836e-28
50,4.04145565198032e-28
75,4.390607850630968e-28
100,4.632781100813274e-28
150,4.965455775417699e-28
200,5.194179910440634e-28
250,5.366241277710809e-28
300,5.5024774338914905e-28
350,5.61398892108553e-28
400,5.707432113057393e-28
450,5.787129699885183e-28
500,5.856066831608359e-28
550,5.916374024657407e-28
600,5.969641159558205e-28
650,6.017077275538657e-28
700,6.059622375124368e-28
750,6.098020684893363e-28
800,6.132869625699666e-28
850,6.164655669746487e-28
900,6.193777935847855e-28
950,6.220568515560126e-28
1000,6.245305843005962e-28
1300,6.361633124832533e-28
1700,6.463618379524735e-28
2000,6.517625388945241e-28
2500,6.583015337271678e-28
3000,6.629542887264075e-28
4000,6.691759606667792e-28
5000,6.731734855441163e-28
6000,6.759731344771377e-28
7000,6.78050057515839e-28
8000,6.796557820868038e-28
9000,6.809364039519475e-28
10000,6.819829127449665e-28
15000,6.852597370825527e-28
20000,6.869926222371209e-28
25000,6.880710617131328e-28
35000,6.893479273300523e-28
50000,6.903449211074939e-28
100000,6.915688542502391e-28
