10,2.0599209979170925e-28
20,2.5842200103975374e-28
30,2.8929324685025843e-28
40,3.1099936548324315e-28
50,3.2765010904918372e-28
75,3.5739427518072185e-28
100,3.7805686214004853e-28
150,4.065022614789921e-28
200,4.261397146533181e-28
250,4.409912536246843e-28
300,4.528224553225588e-28
350,4.625690560606962e-28
400,4.707892933250609e-28
450,4.778445555750002e-28
500,4.839829438400601e-28
550,4.893827694654303e-28
600,4.941764832138087e-28
650,4.984652928040658e-28
700,5.023281980981384e-28
750,5.058280313901874e-28
800,5.0901550082898295e-28
850,5.119320679835786e-28
900,5.146120108784099e-28
950,5.170839290119619e-28
1000,5.193719427219312e-28
1300,5.30201908045934e-28
1700,5.397899820457779e-28
2000,5.449022276051367e-28
2500,5.511244560527069e-28
3000,5.555741713823701e-28
4000,5.615551308407741e-28
5000,5.654180863738508e-28
6000,5.681336919441237e-28
7000,5.701540945795541e-28
8000,5.717197228436448e-28
9000,5.729707612427581e-28
10000,5.739947165956917e-28
15000,5.772110536388334e-28
20000,5.7891868487399765e-28
25000,5.799840020388172e-28
35000,5.81241404128015e-28
50000,5.822373260970858e-28
100000,5.834546933288056e-28
