10,2.136693969864172e-28
20,2.675984467262693e-28
30,2.9930334643010976e-28
40,3.215794826030765e-28
50,3.3866090600282606e-28
75,3.6916493246567466e-28
100,3.9035011601390964e-28
150,4.1950634724659465e-28
200,4.396235138794802e-28
250,4.5482682722054355e-28
300,4.669279572355571e-28
350,4.768877456746116e-28
400,4.852798849815834e-28
450,4.924756791235208e-28
500,4.987312831781151e-28
550,5.042292998198178e-28
600,5.091063229126907e-28
650,5.134664725758805e-28
700,5.173909812908847e-28
750,5.2094443494166615e-28
800,5.241789004132276e-28
850,5.271369336787078e-28
900,5.298536833161921e-28
950,5.323584611736424e-28
1000,5.34675960361026e-28
1300,5.456336225480323e-28
1700,5.553189811414226e-28
2000,5.604772793285662e-28
2500,5.667501722798908e-28
3000,5.712324517905337e-28
4000,5.772521398207294e-28
5000,5.81136834626352e-28
6000,5.838660625089561e-28
7000,5.858956498461591e-28
8000,5.87467807169402e-28
9000,5.88723672820381e-28
10000,5.89751316698816e-28
15000,5.929775695981766e-28
20000,5.946893580684057e-28
25000,5.957568390208092e-28
35000,5.970163636472104e-28
50000,5.980135664269319e-28
100000,5.992320266154822e-28
