10,6.382345997115672e-27
20,7.060534675304673e-27
30,7.413080178310346e-27
40,7.636763923027346e-27
50,7.793314046895333e-27
75,8.038496427764737e-27
100,8.182491646034336e-27
150,8.346942334069842e-27
200,8.439569974645285e-27
250,8.499561259914653e-27
300,8.541809889676215e-27
350,8.573284586208999e-27
400,8.59769995935698e-27
450,8.617226369117592e-27
500,8.63322109340606e-27
550,8.646576642905175e-27
600,8.657906608558108e-27
650,8.667646336108381e-27
700,8.676113673695452e-27
750,8.683546364651709e-27
800,8.690126152166391e-27
850,8.695994078816876e-27
900,8.701261413540275e-27
950,8.70601745412332e-27
1000,8.710334093974137e-27
1300,8.729708893471864e-27
1700,8.745500298628197e-27
2000,8.753429837704546e-27
2500,8.762637379212326e-27
3000,8.76892864033689e-27
4000,8.777003715180228e-27
5000,8.781986071414581e-27
6000,8.785378503907567e-27
7000,8.787842864987906e-27
8000,8.789717140799941e-27
9000,8.791192384833813e-27
10000,8.792384927326282e-27
15000,8.796041698092587e-27
20000,8.797928101538933e-27
25000,8.799082612174078e-27
35000,8.800433049086127e-27
50000,8.80147341412967e-27
100000,8.802732982976009e-27
